,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Chemical formula,A,B,In literature,Valence A,Valence B,Radius A [ang],Radius B [ang],Lowest distortion,Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Band gap [eV],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],Vacancy energy [eV/O atom],Octahedral Factor,Tolerance Factor,A Ionization Energy,B Ionization Energy,A Electronegativity,B Electronegativity,Goldschmidt Tolerance Factor,A rs,A rp,A rd,B rs,B rp,B rd,B EA,B s total,B p total,B d total,B f total
3895,3895,3895,3895,3895,ScInO3,Sc,In,0,not balanced,not balanced,0.87,0.8,orthorhombic,-2.677,0.149,0,11.99,3.175,5.317,5.581,8.082,90,90,90,0.677,0.5925925926,0.7301288624,6.54,5.7860000000000005,1.36,1.78,0.7301288624,1.22,1.53,0.31,0.94,1.11,0.36,0.3,10,19,20,0
3896,3896,3896,3896,3896,ScIrO3,Sc,Ir,0,1,5,0.87,0.57,cubic,-1.303,1.08,0,11.895,0,3.903,3.903,3.903,90,90,90,-1.398,0.4222222222,0.8175922157,6.54,9.1,1.36,2.2,0.8175922157,1.22,1.53,0.31,1.16,1.4680000000000002,0.526,1.5638,12,24,26,14
3897,3897,3897,3897,3897,ScKO3,Sc,K,0,not balanced,not balanced,0.87,1.38,orthorhombic,-2.157,0.336,0,15.147,1.677,5.705,5.823,9.12,90,90,90,-,1.0222222222,0.57500991,6.54,4.341,1.36,0.82,0.57500991,1.22,1.53,0.31,1.54,2.15,0.37,0.50147,7,12,0,0
3898,3898,3898,3898,3898,ScLaO3,Sc,La,0,not balanced,not balanced,0.87,1.03,orthorhombic,-3.557,0.232,0,14.829,4.122,5.817,5.923,8.607,90,90,90,-5.546,0.762962963,0.6595701909,6.54,5.58,1.36,1.1,0.6595701909,1.22,1.53,0.31,1.375,1.705,0.8740000000000001,0.47,12,24,21,0
3899,3899,3899,3899,3899,ScLiO3,Sc,Li,0,not balanced,not balanced,0.87,0.76,cubic,-1.735,0.868,0.401,8.776,0,3.527,3.527,3.527,90,90,90,-2.605,0.5629629629999999,0.7439701679,6.54,5.392,1.36,0.98,0.7439701679,1.22,1.53,0.31,0.985,0.625,,0.618049,3,0,0,0
3900,3900,3900,3900,3900,ScLuO3,Sc,Lu,0,not balanced,not balanced,0.87,0.86,cubic,-2.692,1.193,0,14.111,0.696,4.132,4.132,4.132,90,90,90,-0.613,0.637037037,0.7103063594,6.54,5.4259,1.36,1.27,0.7103063594,1.22,1.53,0.31,,,,0.34,12,24,20,14
3901,3901,3901,3901,3901,ScMgO3,Sc,Mg,0,not balanced,not balanced,0.87,0.72,cubic,-2.182,0.909,0.002,10.538,0,3.749,3.749,3.749,90,90,90,-2.95,0.5333333333,0.758346403,6.54,7.646,1.36,1.31,0.758346403,1.22,1.53,0.31,0.9,1.13,,,6,6,0,0
3902,3902,3902,3902,3902,ScMnO3,Sc,Mn,0,not balanced,not balanced,0.87,0.62,cubic,-2.257,0.655,0.766,10.681,0,3.766,3.766,3.766,90,90,90,1.813,0.4592592593,0.7968411443000001,6.54,7.435,1.36,1.55,0.7968411443000001,1.22,1.53,0.31,0.99,1.23,0.23,,8,12,5,0
3903,3903,3903,3903,3903,ScMoO3,Sc,Mo,0,1,5,0.87,0.61,cubic,-2.047,0.826,0.17,11.995,0,3.914,3.914,3.914,90,90,90,1.521,0.4518518519,0.8009066603,6.54,7.099,1.36,2.16,0.8009066603,1.22,1.53,0.31,1.22,1.5,0.49,0.748,9,18,15,0
3904,3904,3904,3904,3904,ScNaO3,Sc,Na,0,not balanced,not balanced,0.87,1.02,orthorhombic,-2.072,0.417,0.4,12.796,0,5.481,5.484,8.515,90,90,90,-4.175,0.7555555556,0.6623531874,6.54,5.138999999999999,1.36,0.93,0.6623531874,1.22,1.53,0.31,1.1,1.55,,0.547926,5,6,0,0
3905,3905,3905,3905,3905,ScNbO3,Sc,Nb,0,1,5,0.87,0.64,cubic,-2.405,0.753,0.161,12.75,0,3.995,3.995,3.995,90,90,90,3.214,0.47407407409999996,0.7888326906,6.54,6.88,1.36,1.6,0.7888326906,1.22,1.53,0.31,1.23,1.53,0.51,0.893,9,18,14,0
3906,3906,3906,3906,3906,ScNdO3,Sc,Nd,0,not balanced,not balanced,0.87,0.98,orthorhombic,-3.506,0.23,0,14.353,3.62,5.768,5.89,8.45,90,90,90,-4.7,0.7259259259,0.6737240576000001,6.54,5.53,1.36,1.14,0.6737240576000001,1.22,1.53,0.31,,,,,12,24,20,3
3907,3907,3907,3907,3907,ScNiO3,Sc,Ni,0,3,3,0.87,0.6,cubic,-1.827,0.573,0.2,9.674,0,3.644,3.644,3.644,90,90,90,0.13,0.44444444439999997,0.805013874,6.54,7.635,1.36,1.91,0.805013874,1.22,1.53,0.31,0.96,1.22,0.195,1.156,8,12,8,0
3908,3908,3908,3908,3908,ScNpO3,Sc,Np,0,element not in BV,element not in BV,0.87,0.86,orthorhombic,-3.479,0.234,0.8,14.522,1.833,5.815,5.882,8.49,90,90,90,2.058,0.637037037,0.7103063594,6.54,6.19,1.36,1.36,0.7103063594,1.22,1.53,0.31,,,,,14,30,31,17
3909,3909,3909,3909,3909,ScOsO3,Sc,Os,0,element not in BV,element not in BV,0.87,0.57,cubic,-1.404,1.022,0.128,11.792,0,3.892,3.892,3.892,90,90,90,-0.311,0.4222222222,0.8175922157,6.54,8.7,1.36,2.2,0.8175922157,1.22,1.53,0.31,1.17,1.48,0.5429999999999999,1.1,12,24,25,14
3910,3910,3910,3910,3910,ScPaO3,Sc,Pa,0,element not in BV,element not in BV,0.87,0.91,cubic,-2.219,1.079,0.37,16.724,0,4.373,4.373,4.373,90,90,90,3.28,0.6740740741,0.6945916168999999,6.54,5.89,1.36,1.5,0.6945916168999999,1.22,1.53,0.31,,,,,14,30,32,14
3911,3911,3911,3911,3911,ScPbO3,Sc,Pb,0,not balanced,not balanced,0.87,0.99,orthorhombic,-2.256,0.265,0.001,13.876,0,5.724,5.876,8.252,90,90,90,0.46,0.7333333333,0.670844895,6.54,7.416,1.36,2.33,0.670844895,1.22,1.53,0.31,0.96,1.13,0.45,0.364,12,25,30,14
3912,3912,3912,3912,3912,ScPdO3,Sc,Pd,0,not balanced,not balanced,0.87,0.75,cubic,-1.291,0.872,0,11.96,0,3.911,3.911,3.911,90,90,90,-1.005,0.5555555556,0.747512883,6.54,8.34,1.36,2.2,0.747512883,1.22,1.53,0.31,1.08,1.37,0.4,0.562,8,18,20,0
3913,3913,3913,3913,3913,ScPmO3,Sc,Pm,0,element not in BV,element not in BV,0.87,0.97,cubic,-2.139,1.616,-0.001,17.037,0,4.4,4.4,4.4,90,90,90,-4.218,0.7185185184999999,0.6766280406,6.54,5.553999999999999,1.36,1.13,0.6766280406,1.22,1.53,0.31,,,,,12,24,20,4
3914,3914,3914,3914,3914,ScPrO3,Sc,Pr,0,not balanced,not balanced,0.87,0.92,orthorhombic,-3.479,0.242,0,14.625,3.617,5.806,5.921,8.508,90,90,90,-5.149,0.6814814815000001,0.691531742,6.54,5.46,1.36,1.13,0.691531742,1.22,1.53,0.31,,,,0.962,12,24,21,1
3915,3915,3915,3915,3915,ScPtO3,Sc,Pt,0,element not in BV,element not in BV,0.87,0.67,cubic,-1.156,1.096,0.002,12.456,0,3.964,3.964,3.964,90,90,90,-1.253,0.4962962963000001,0.7771173536,6.54,9.0,1.36,2.28,0.7771173536,1.22,1.53,0.31,1.24,1.46,0.51,2.128,12,24,27,14
3916,3916,3916,3916,3916,ScPuO3,Sc,Pu,0,element not in BV,element not in BV,0.87,0.83,cubic,-2.434,1.31,0.998,16.282,0,4.334,4.334,4.334,90,90,90,-1.12,0.6148148148,0.7200812175,6.54,6.06,1.36,1.28,0.7200812175,1.22,1.53,0.31,,,,,14,30,31,18
3917,3917,3917,3917,3917,ScRbO3,Sc,Rb,0,not balanced,not balanced,0.87,1.52,orthorhombic,-2.175,0.297,0,16.645,2.45,6.447,6.943,7.438,90,90,90,-12.193,1.1259259259,0.5469606461,6.54,4.177,1.36,0.82,0.5469606461,1.22,1.53,0.31,1.67,2.43,0.71,0.48592,9,18,10,0
3918,3918,3918,3918,3918,ScReO3,Sc,Re,0,1,5,0.87,0.58,cubic,-1.683,0.989,0.205,11.894,0,3.903,3.903,3.903,90,90,90,0.038,0.4296296296,0.8133559866,6.54,7.88,1.36,1.9,0.8133559866,1.22,1.53,0.31,1.19,1.49,0.565,0.15,12,24,24,14
3919,3919,3919,3919,3919,ScRhO3,Sc,Rh,0,not balanced,not balanced,0.87,0.61,cubic,-1.465,0.905,0,11.596,0,3.87,3.87,3.87,90,90,90,-0.954,0.4518518519,0.8009066603,6.54,7.46,1.36,2.28,0.8009066603,1.22,1.53,0.31,1.11,1.41,0.42,1.137,9,18,18,0
3920,3920,3920,3920,3920,ScRuO3,Sc,Ru,0,1,5,0.87,0.57,cubic,-1.563,0.911,0.161,11.575,0,3.868,3.868,3.868,90,90,90,-0.061,0.4222222222,0.8175922157,6.54,7.37,1.36,2.2,0.8175922157,1.22,1.53,0.31,1.145,1.46,0.45,1.05,9,18,17,0
3921,3921,3921,3921,3921,ScSbO3,Sc,Sb,0,1,5,0.87,0.6,cubic,-1.515,1.178,0.2,13.968,0,4.118,4.118,4.118,90,90,90,1.271,0.44444444439999997,0.805013874,6.54,8.641,1.36,2.05,0.805013874,1.22,1.53,0.31,0.83,0.935,0.335,1.046,10,21,20,0
3922,3922,3922,3922,3922,Sc2O3,Sc,Sc,0,not balanced,not balanced,0.87,0.75,cubic,-2.87,0.938,0,12.365,1.319,3.954,3.954,3.954,90,90,90,1.199,0.5555555556,0.747512883,6.54,6.54,1.36,1.36,0.747512883,1.22,1.53,0.31,1.22,1.53,0.31,0.188,8,12,1,0
3923,3923,3923,3923,3923,ScSiO3,Sc,Si,0,2,4,0.87,0.4,cubic,-2.601,0.708,0.071,8.923,0,3.547,3.547,3.547,90,90,90,4.692,0.2962962963,0.8970154596,6.54,8.151,1.36,1.9,0.8970154596,1.22,1.53,0.31,0.68,0.74,,1.389522,6,8,0,0
3924,3924,3924,3924,3924,ScSmO3,Sc,Sm,0,not balanced,not balanced,0.87,0.96,orthorhombic,-3.556,0.204,0,13.929,4.072,5.706,5.84,8.36,90,90,90,-3.864,0.7111111111,0.6795571663,6.54,5.64,1.36,1.17,0.6795571663,1.22,1.53,0.31,,,,,12,24,20,5
3925,3925,3925,3925,3925,ScSnO3,Sc,Sn,0,not balanced,not balanced,0.87,0.69,cubic,-1.817,0.98,0.177,13.074,0,4.028,4.028,4.028,90,90,90,2.168,0.5111111111,0.769498556,6.54,7.3439999999999985,1.36,1.96,0.769498556,1.22,1.53,0.31,0.88,1.0,0.345,1.112067,10,20,20,0
3926,3926,3926,3926,3926,ScSrO3,Sc,Sr,0,not balanced,not balanced,0.87,1.18,orthorhombic,-2.92,0.22,0.2,15.246,0.827,5.918,6.204,8.305,90,90,90,-6.833,0.8740740740999999,0.6204652388,6.54,5.695,1.36,0.95,0.6204652388,1.22,1.53,0.31,1.42,1.79,0.633,0.048,10,18,10,0
3927,3927,3927,3927,3927,ScTaO3,Sc,Ta,0,1,5,0.87,0.64,cubic,-2.534,0.728,0.197,12.534,0,3.972,3.972,3.972,90,90,90,3.492,0.47407407409999996,0.7888326906,6.54,7.89,1.36,1.5,0.7888326906,1.22,1.53,0.31,1.25,1.54,0.605,0.322,12,24,22,14
3928,3928,3928,3928,3928,ScTbO3,Sc,Tb,0,not balanced,not balanced,0.87,0.84,cubic,-2.266,1.418,0,15.67,0.463,4.279,4.279,4.279,90,90,90,-2.611,0.6222222222,0.7167931754000001,6.54,5.86,1.36,1.1,0.7167931754000001,1.22,1.53,0.31,,,,,12,24,21,7
3929,3929,3929,3929,3929,ScTcO3,Sc,Tc,0,element not in BV,element not in BV,0.87,0.6,cubic,-1.791,0.878,0.345,11.731,0,3.885,3.885,3.885,90,90,90,0.589,0.44444444439999997,0.805013874,6.54,7.28,1.36,1.9,0.805013874,1.22,1.53,0.31,1.16,1.49,0.455,0.55,10,18,15,0
3930,3930,3930,3930,3930,ScTeO3,Sc,Te,0,not balanced,not balanced,0.87,0.77,cubic,-1.235,1.263,0.19,14.677,0,4.187,4.187,4.187,90,90,90,1.338,0.5703703703999999,0.7404608746,6.54,9.009,1.36,2.1,0.7404608746,1.22,1.53,0.31,0.79,0.88,0.325,1.9708,10,22,20,0
3931,3931,3931,3931,3931,ScThO3,Sc,Th,0,not balanced,not balanced,0.87,0.94,cubic,-2.609,1.202,0.196,18.72,0,4.54,4.54,4.54,90,90,90,2.966,0.6962962963,0.6854921634000001,6.54,6.08,1.36,1.3,0.6854921634000001,1.22,1.53,0.31,,,,,14,30,31,14
3932,3932,3932,3932,3932,ScTiO3,Sc,Ti,0,not balanced,not balanced,0.87,0.71,cubic,-2.894,0.57,0.01,11.233,0,3.83,3.83,3.83,90,90,90,3.687,0.5259259259000001,0.7620276962,6.54,6.82,1.36,1.54,0.7620276962,1.22,1.53,0.31,1.15,1.43,0.28,0.079,8,12,2,0
3933,3933,3933,3933,3933,ScTlO3,Sc,Tl,0,not balanced,not balanced,0.87,1.2,orthorhombic,-2.175,0.197,0,13.138,1.462,5.517,5.734,8.307,90,90,90,-3.495,0.8888888889,0.6155988447999999,6.54,6.108,1.36,1.62,0.6155988447999999,1.22,1.53,0.31,1.015,1.22,0.46299999999999997,0.2,12,24,30,14
3934,3934,3934,3934,3934,ScTmO3,Sc,Tm,0,not balanced,not balanced,0.87,0.96,cubic,-2.61,1.26,0,14.569,0.69,4.176,4.176,4.176,90,90,90,-1.199,0.7111111111,0.6795571663,6.54,6.184,1.36,1.25,0.6795571663,1.22,1.53,0.31,,,,,12,24,20,12
3935,3935,3935,3935,3935,ScUO3,Sc,U,0,1,5,0.87,0.76,cubic,-2.48,1.142,0.579,16.403,0,4.345,4.345,4.345,90,90,90,3.072,0.5629629629999999,0.7439701679,6.54,6.05,1.36,1.38,0.7439701679,1.22,1.53,0.31,,,,,14,30,31,16
3936,3936,3936,3936,3936,ScVO3,Sc,V,0,1,5,0.87,0.54,cubic,-2.506,0.713,0.401,10.816,0,3.782,3.782,3.782,90,90,90,2.974,0.4,0.83056987,6.54,6.74,1.36,1.63,0.83056987,1.22,1.53,0.31,1.09,1.34,0.26,0.525,8,12,3,0
3937,3937,3937,3937,3937,ScWO3,Sc,W,0,1,5,0.87,0.62,cubic,-2.028,0.855,0.19,12.084,0,3.924,3.924,3.924,90,90,90,1.42,0.4592592593,0.7968411443000001,6.54,7.98,1.36,2.36,0.7968411443000001,1.22,1.53,0.31,1.22,1.515,0.59,0.815,12,24,23,14
3938,3938,3938,3938,3938,ScYO3,Sc,Y,0,not balanced,not balanced,0.87,0.9,cubic,-2.427,1.381,0,15.373,0.665,4.252,4.252,4.252,90,90,90,-2.179,0.6666666667,0.6976786908,6.54,6.38,1.36,1.22,0.6976786908,1.22,1.53,0.31,1.32,1.62,0.58,0.307,10,18,11,0
3939,3939,3939,3939,3939,ScYbO3,Sc,Yb,0,not balanced,not balanced,0.87,0.95,orthorhombic,-3.13,0.177,0.2,13.152,1.054,5.688,5.817,7.949,90,90,90,-3.326,0.7037037037,0.6825117626999999,6.54,6.254,1.36,1.1,0.6825117626999999,1.22,1.53,0.31,,,,-0.02,12,24,20,13
3940,3940,3940,3940,3940,ScZnO3,Sc,Zn,0,not balanced,not balanced,0.87,0.74,cubic,-1.74,0.823,0,10.587,0,3.755,3.755,3.755,90,90,90,-1.353,0.5481481481,0.7510894995999999,6.54,9.394,1.36,1.65,0.7510894995999999,1.22,1.53,0.31,0.82,1.06,0.175,,8,12,10,0
3941,3941,3941,3941,3941,ScZrO3,Sc,Zr,0,not balanced,not balanced,0.87,0.72,cubic,-2.773,0.775,0.191,13.843,0,4.106,4.106,4.106,90,90,90,4.047,0.5333333333,0.758346403,6.54,6.84,1.36,1.33,0.758346403,1.22,1.53,0.31,1.265,1.56,0.54,0.426,10,18,12,0
3942,3942,3942,3942,3942,SiAcO3,Si,Ac,0,element not in BV,element not in BV,0.4,1.12,cubic,-1.067,2.106,0.018,19.279,0,4.585,4.585,4.585,90,90,90,-5.849,0.8296296296,0.5009865859,8.151,5.17,1.9,1.1,0.5009865859,0.68,0.74,,,,,0.35,14,30,30,14
3943,3943,3943,3943,3943,SiAgO3,Si,Ag,0,not balanced,not balanced,0.4,0.95,cubic,0.21,2.16,-,12.553,0,3.974,3.974,3.974,90,90,90,-7.077,0.7037037037,0.5380160292,8.151,7.5760000000000005,1.9,1.93,0.5380160292,0.68,0.74,,1.045,1.33,0.385,1.3019999999999998,9,18,20,0
3944,3944,3944,3944,3944,SiAlO3,Si,Al,0,not balanced,not balanced,0.4,0.54,cubic,-1.619,1.405,-,9.633,0,3.638,3.638,3.638,90,90,90,-0.246,0.4,0.6547285011,8.151,5.9860000000000015,1.9,1.61,0.6547285011,0.68,0.74,,0.77,0.905,,0.43283,6,7,0,0
3945,3945,3945,3945,3945,SiAsO3,Si,As,0,not balanced,not balanced,0.4,0.52,cubic,-0.716,1.61,-,11.371,0,3.845,3.845,3.845,90,90,90,1.419,0.3851851852000001,0.661730945,8.151,9.81,1.9,2.18,0.661730945,0.68,0.74,,0.67,0.745,0.155,0.8140000000000001,8,15,10,0
3946,3946,3946,3946,3946,SiAuO3,Si,Au,0,element not in BV,element not in BV,0.4,0.93,cubic,0.178,2.116,-,13.019,0,4.023,4.023,4.023,90,90,90,-1.164,0.6888888889,0.5427354679999999,8.151,9.225,1.9,2.54,0.5427354679999999,0.68,0.74,,1.21,1.45,0.488,2.30863,11,24,29,14
3947,3947,3947,3947,3947,SiBO3,Si,B,0,3,3,0.4,0.27,cubic,-0.825,1.906,-,7.213,0,3.304,3.304,3.304,90,90,90,0.506,0.2,0.7638499179000001,8.151,8.298,1.9,2.04,0.7638499179000001,0.68,0.74,,0.48,0.315,,0.279723,4,1,0,0
3948,3948,3948,3948,3948,SiBaO3,Si,Ba,0,not balanced,not balanced,0.4,1.35,cubic,-0.088,3.116,-,19.171,0,4.577,4.577,4.577,90,90,90,-7.572,1.0,0.4583099508,8.151,5.2120000000000015,1.9,0.89,0.4583099508,0.68,0.74,,1.515,1.8869999999999998,0.94,0.14462,12,24,20,0
3949,3949,3949,3949,3949,SiBeO3,Si,Be,0,not balanced,not balanced,0.4,0.45,cubic,-0.972,2.065,-,7.735,0,3.382,3.382,3.382,90,90,90,-6.156,0.3333333333,0.6874649262,8.151,9.322000000000001,1.9,1.57,0.6874649262,0.68,0.74,,0.64,0.44,,,4,0,0,0
3950,3950,3950,3950,3950,SiBiO3,Si,Bi,0,not balanced,not balanced,0.4,0.9,cubic,-0.475,1.897,-,15.271,0,4.242,4.242,4.242,90,90,90,0.404,0.6666666667,0.5499719409,8.151,7.289,1.9,2.02,0.5499719409,0.68,0.74,,0.92,1.077,0.43799999999999994,0.946,12,26,30,14
3951,3951,3951,3951,3951,SiCaO3,Si,Ca,0,not balanced,not balanced,0.4,1.0,orthorhombic,-3.108,0.184,-,12.268,4.126,4.921,5.143,9.694,90,90,90,-9.925,0.7407407407,0.5265688796,8.151,6.1129999999999995,1.9,1.0,0.5265688796,0.68,0.74,,1.32,1.68,0.34,0.02455,8,12,0,0
3952,3952,3952,3952,3952,SiCdO3,Si,Cd,0,not balanced,not balanced,0.4,0.95,cubic,0.064,2.443,-,13.485,0,4.07,4.07,4.07,90,90,90,-7.671,0.7037037037,0.5380160292,8.151,8.993,1.9,1.69,0.5380160292,0.68,0.74,,0.985,1.23,0.37,,10,18,20,0
3953,3953,3953,3953,3953,SiCeO3,Si,Ce,0,not balanced,not balanced,0.4,0.94,cubic,-1.026,2.118,-0.007,18.125,0,4.492,4.492,4.492,90,90,90,-6.727,0.6962962963,0.5403654441,8.151,5.54,1.9,1.12,0.5403654441,0.68,0.74,,,,,,12,24,21,0
3954,3954,3954,3954,3954,SiCoO3,Si,Co,0,2,4,0.4,0.53,cubic,-0.536,1.832,0.356,9.846,0,3.665,3.665,3.665,90,90,90,-1.423,0.39259259259999996,0.6582110995,8.151,7.86,1.9,1.88,0.6582110995,0.68,0.74,,0.92,1.1,0.21,0.662,8,12,7,0
3955,3955,3955,3955,3955,SiCrO3,Si,Cr,0,2,4,0.4,0.55,cubic,-1.231,1.486,0.4,10.623,0,3.759,3.759,3.759,90,90,90,-0.629,0.40740740740000003,0.6512825616,8.151,6.766,1.9,1.66,0.6512825616,0.68,0.74,,1.07,1.37,0.25,0.6659999999999999,7,12,5,0
3956,3956,3956,3956,3956,SiCsO3,Si,Cs,0,not balanced,not balanced,0.4,1.67,cubic,0.722,3.207,-,17.631,0,4.451,4.451,4.451,90,90,90,-2.713,1.2370370370000001,0.409747307,8.151,3.8939999999999997,1.9,0.79,0.409747307,0.68,0.74,,1.71,2.6,,0.4716260000000001,11,24,20,0
3957,3957,3957,3957,3957,SiCuO3,Si,Cu,0,not balanced,not balanced,0.4,0.68,cubic,-0.229,1.937,-,9.908,0,3.673,3.673,3.673,90,90,90,-5.054,0.5037037037,0.6095748114,8.151,7.726,1.9,1.9,0.6095748114,0.68,0.74,,0.88,1.16,0.185,1.235,7,12,10,0
3958,3958,3958,3958,3958,SiDyO3,Si,Dy,0,not balanced,not balanced,0.4,0.99,cubic,-1.358,1.95,0.002,15.561,0,4.269,4.269,4.269,90,90,90,-5.843,0.7333333333,0.528819174,8.151,5.94,1.9,1.22,0.528819174,0.68,0.74,,,,,,12,24,20,9
3959,3959,3959,3959,3959,SiErO3,Si,Er,0,not balanced,not balanced,0.4,0.89,cubic,-1.435,1.971,-0.2,15.194,0,4.235,4.235,4.235,90,90,90,-5.408,0.6592592593,0.5524271728,8.151,6.101,1.9,1.24,0.5524271728,0.68,0.74,,,,,,12,24,20,11
3960,3960,3960,3960,3960,SiEuO3,Si,Eu,0,not balanced,not balanced,0.4,1.06,orthorhombic,-3.284,-0.081,0,11.892,3.915,4.56,5.029,10.372,90,90,90,-9.213,0.7851851851999999,0.5134592809,8.151,5.67,1.9,1.2,0.5134592809,0.68,0.74,,,,,,12,24,20,6
3961,3961,3961,3961,3961,SiFeO3,Si,Fe,0,2,4,0.4,0.59,cubic,-0.833,1.668,0.804,10.552,0,3.751,3.751,3.751,90,90,90,-1.814,0.437037037,0.6378540552,8.151,7.87,1.9,1.83,0.6378540552,0.68,0.74,,0.95,1.16,0.22,0.151,8,12,6,0
3962,3962,3962,3962,3962,SiGaO3,Si,Ga,0,not balanced,not balanced,0.4,0.62,cubic,-0.846,1.698,-,10.938,0,3.796,3.796,3.796,90,90,90,-2.393,0.4592592593,0.6281405417,8.151,5.999,1.9,1.81,0.6281405417,0.68,0.74,,0.76,0.935,0.17,0.43,8,13,10,0
3963,3963,3963,3963,3963,SiGdO3,Si,Gd,0,not balanced,not balanced,0.4,0.94,cubic,-1.291,2.056,0.01,15.968,0,4.306,4.306,4.306,90,90,90,-6.113,0.6962962963,0.5403654441,8.151,6.15,1.9,1.2,0.5403654441,0.68,0.74,,,,,,12,24,20,7
3964,3964,3964,3964,3964,SiGeO3,Si,Ge,0,2,4,0.4,0.53,cubic,-1.121,1.29,-,10.332,1.221,3.724,3.724,3.724,90,90,90,3.399,0.39259259259999996,0.6582110995,8.151,7.899,1.9,2.01,0.6582110995,0.68,0.74,,0.72,0.84,0.16,1.232712,8,14,10,0
3965,3965,3965,3965,3965,SiHfO3,Si,Hf,0,not balanced,not balanced,0.4,0.71,cubic,-2.188,1.049,0,13.369,1.454,4.058,4.058,4.058,90,90,90,4.313,0.5259259259000001,0.6006975083,8.151,6.65,1.9,1.3,0.6006975083,0.68,0.74,,1.3,1.61,0.63,0.0,12,24,21,14
3966,3966,3966,3966,3966,SiHgO3,Si,Hg,0,not balanced,not balanced,0.4,1.11,cubic,0.311,2.337,-,13.921,0,4.114,4.114,4.114,90,90,90,-7.102,0.8222222222,0.5030231167,8.151,10.437000000000001,1.9,2.0,0.5030231167,0.68,0.74,,1.07,1.34,0.475,,11,24,30,14
3967,3967,3967,3967,3967,SiHoO3,Si,Ho,0,not balanced,not balanced,0.4,0.9,cubic,-1.406,1.962,0.2,15.342,0,4.249,4.249,4.249,90,90,90,-5.536,0.6666666667,0.5499719409,8.151,6.018,1.9,1.23,0.5499719409,0.68,0.74,,,,,,12,24,20,10
3968,3968,3968,3968,3968,SiInO3,Si,In,0,not balanced,not balanced,0.4,0.8,cubic,-0.487,1.972,-,13.705,0,4.092,4.092,4.092,90,90,90,-4.537,0.5925925926,0.5755520312,8.151,5.7860000000000005,1.9,1.78,0.5755520312,0.68,0.74,,0.94,1.11,0.36,0.3,10,19,20,0
3969,3969,3969,3969,3969,SiIrO3,Si,Ir,0,2,4,0.4,0.63,cubic,-0.35,1.813,0.007,11.865,0,3.9,3.9,3.9,90,90,90,0.304,0.4666666667,0.6249681147,8.151,9.1,1.9,2.2,0.6249681147,0.68,0.74,,1.16,1.4680000000000002,0.526,1.5638,12,24,26,14
3970,3970,3970,3970,3970,SiKO3,Si,K,0,not balanced,not balanced,0.4,1.38,cubic,0.953,3.438,-,14.85,0,4.203,4.203,4.203,90,90,90,-14.07,1.0222222222,0.45327357770000004,8.151,4.341,1.9,0.82,0.45327357770000004,0.68,0.74,,1.54,2.15,0.37,0.50147,7,12,0,0
3971,3971,3971,3971,3971,SiLaO3,Si,La,0,not balanced,not balanced,0.4,1.03,cubic,-1.177,2.169,-0.149,17.65,0,4.452,4.452,4.452,90,90,90,-6.082,0.762962963,0.5199314568,8.151,5.58,1.9,1.1,0.5199314568,0.68,0.74,,1.375,1.705,0.8740000000000001,0.47,12,24,21,0
3972,3972,3972,3972,3972,SiLiO3,Si,Li,0,not balanced,not balanced,0.4,0.76,cubic,-0.177,2.401,-,8.381,0,3.473,3.473,3.473,90,90,90,-9.387,0.5629629629999999,0.5864629702,8.151,5.392,1.9,0.98,0.5864629702,0.68,0.74,,0.985,0.625,,0.618049,3,0,0,0
3973,3973,3973,3973,3973,SiLuO3,Si,Lu,0,not balanced,not balanced,0.4,0.86,cubic,-1.524,1.905,-0.195,14.597,0,4.179,4.179,4.179,90,90,90,-4.928,0.637037037,0.5599261842000001,8.151,5.4259,1.9,1.27,0.5599261842000001,0.68,0.74,,,,,0.34,12,24,20,14
3974,3974,3974,3974,3974,SiMgO3,Si,Mg,0,not balanced,not balanced,0.4,0.72,cubic,-0.738,2.34,-,10.873,0,3.788,3.788,3.788,90,90,90,-7.28,0.5333333333,0.597795588,8.151,7.646,1.9,1.31,0.597795588,0.68,0.74,,0.9,1.13,,,6,6,0,0
3975,3975,3975,3975,3975,SiMnO3,Si,Mn,0,2,4,0.4,0.53,cubic,-1.04,1.674,0.602,10.455,0,3.739,3.739,3.739,90,90,90,-1.849,0.39259259259999996,0.6582110995,8.151,7.435,1.9,1.55,0.6582110995,0.68,0.74,,0.99,1.23,0.23,,8,12,5,0
3976,3976,3976,3976,3976,SiMoO3,Si,Mo,0,2,4,0.4,0.65,cubic,-1.243,1.248,0.001,12.067,0,3.922,3.922,3.922,90,90,90,3.585,0.4814814815,0.6187184335,8.151,7.099,1.9,2.16,0.6187184335,0.68,0.74,,1.22,1.5,0.49,0.748,9,18,15,0
3977,3977,3977,3977,3977,SiNaO3,Si,Na,0,not balanced,not balanced,0.4,1.02,orthorhombic,-2.283,0.226,-,11.325,0.583,4.918,5.456,8.442,90,90,90,-14.205,0.7555555556,0.5221252604,8.151,5.138999999999999,1.9,0.93,0.5221252604,0.68,0.74,,1.1,1.55,,0.547926,5,6,0,0
