Chemical formula,A,B,In literature,Valence A,Valence B,Radius A [ang],Radius B [ang],Lowest distortion,Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Band gap [eV],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],Vacancy energy [eV/O atom],C,Anion Radii,Goldschmidt Tolerance Factor
DyIrO3,Dy,Ir,FALSE,2,4,1.19,0.63,cubic,-1.646,0.758,0,12.315,0,3.949,3.949,3.949,90,90,90,-0.915,O,1.385,0.9036228097
DyKO3,Dy,K,FALSE,not balanced,not balanced,1.08,1.38,orthorhombic,-2.051,0.452,0.4,17.952,0,5.932,5.968,10.141,90,90,90,-3.943,O,1.385,0.6303863348
DyLaO3,Dy,La,FALSE,not balanced,not balanced,1.08,1.03,cubic,-2.427,1.354,0,18.299,0,4.506,4.506,4.506,90,90,90,2.068,O,1.385,0.7217466731
DyLiO3,Dy,Li,FALSE,not balanced,not balanced,1.08,0.76,orthorhombic,-2.281,0.326,0.4,10.375,0,4.991,5.762,7.215,90,90,90,-1.307,O,1.385,0.8125959047
DyLuO3,Dy,Lu,FALSE,not balanced,not balanced,1.08,0.86,cubic,-3.148,0.758,0,14.264,2.163,4.147,4.147,4.147,90,90,90,4.616,O,1.385,0.776400096
DyMgO3,Dy,Mg,FALSE,not balanced,not balanced,1.08,0.72,orthorhombic,-2.927,0.185,0.201,11.421,0,5.385,5.727,7.406,90,90,90,-1.468,O,1.385,0.8280371571
DyMnO3,Dy,Mn,TRUE,2,4,1.19,0.53,orthorhombic,-2.96,0.024,0.8,11.308,0.262,5.281,5.721,7.486,90,90,90,3.481,O,1.385,0.9508093794
DyMoO3,Dy,Mo,FALSE,2,4,1.19,0.65,cubic,-2.278,0.616,0.005,12.338,0,3.951,3.951,3.951,90,90,90,1.68,O,1.385,0.8947419959
DyNaO3,Dy,Na,FALSE,not balanced,not balanced,1.08,1.02,cubic,-1.441,1.064,0.399,12.005,0,3.915,3.915,3.915,90,90,90,-2.833,O,1.385,0.7247476988
DyNbO3,Dy,Nb,FALSE,2,4,1.19,0.68,cubic,-2.601,0.614,0.001,13.018,0,4.023,4.023,4.023,90,90,90,3.104,O,1.385,0.8817433228
DyNdO3,Dy,Nd,FALSE,not balanced,not balanced,1.08,0.98,cubic,-2.487,1.248,0,17.598,0.497,4.448,4.448,4.448,90,90,90,-1.117,O,1.385,0.737005588
DyNiO3,Dy,Ni,TRUE,3,3,1.08,0.6,orthorhombic,-2.408,0.013,0.2,10.539,0,5.166,5.518,7.395,90,90,90,1.062,O,1.385,0.878094819
DyNpO3,Dy,Np,FALSE,element not in BV,element not in BV,1.08,0.86,cubic,-2.574,1.092,0.776,17.072,0,4.403,4.403,4.403,90,90,90,2.464,O,1.385,0.776400096
DyOsO3,Dy,Os,FALSE,element not in BV,element not in BV,1.08,0.57,cubic,-1.693,0.755,0.007,12.181,0,3.934,3.934,3.934,90,90,90,0.061,O,1.385,0.8915694198
DyPaO3,Dy,Pa,FALSE,element not in BV,element not in BV,1.08,0.91,cubic,-2.38,0.939,0.284,17.755,0,4.461,4.461,4.461,90,90,90,2.637,O,1.385,0.7594850613
DyPbO3,Dy,Pb,FALSE,2,4,1.19,0.78,cubic,-1.5,1.042,0,15.731,0,4.285,4.285,4.285,90,90,90,0.598,O,1.385,0.8410161485
DyPdO3,Dy,Pd,FALSE,2,4,1.19,0.62,orthorhombic,-2.205,-0.02,0.005,11.872,0,5.378,5.881,7.508,90,90,90,-0.109,O,1.385,0.9081296566
DyPmO3,Dy,Pm,FALSE,element not in BV,element not in BV,1.08,0.97,cubic,-2.578,1.185,0,17.123,0.692,4.407,4.407,4.407,90,90,90,-1.45,O,1.385,0.7401351234
DyPrO3,Dy,Pr,FALSE,2,4,1.19,0.85,cubic,-2.403,1.31,0,18.062,0.321,4.487,4.487,4.487,90,90,90,-2.614,O,1.385,0.814675598
DyPtO3,Dy,Pt,FALSE,element not in BV,element not in BV,1.08,0.67,cubic,-1.556,0.717,0,12.892,0,4.01,4.01,4.01,90,90,90,-0.555,O,1.385,0.8481840465
DyPuO3,Dy,Pu,FALSE,element not in BV,element not in BV,1.08,0.83,cubic,-2.624,1.117,0.914,16.572,0,4.36,4.36,4.36,90,90,90,2.792,O,1.385,0.786915673
DyRbO3,Dy,Rb,FALSE,not balanced,not balanced,1.08,1.52,orthorhombic,-2.017,0.476,0.4,19.47,0,5.891,6.009,11.001,90,90,90,-8.219,O,1.385,0.6000062704
DyReO3,Dy,Re,FALSE,2,4,1.19,0.63,cubic,-1.905,0.788,0.162,12.263,0,3.943,3.943,3.943,90,90,90,0.216,O,1.385,0.9036228097
DyRhO3,Dy,Rh,TRUE,2,4,1.19,0.6,cubic,-1.855,0.537,0,11.974,0,3.912,3.912,3.912,90,90,90,-,O,1.385,0.9172795776
DyRuO3,Dy,Ru,FALSE,2,4,1.19,0.62,cubic,-1.91,0.585,0.128,11.963,0,3.911,3.911,3.911,90,90,90,0.667,O,1.385,0.9081296566
DySbO3,Dy,Sb,FALSE,3,3,1.08,0.76,cubic,-1.734,0.98,0,14.845,0,4.203,4.203,4.203,90,90,90,0.89,O,1.385,0.8125959047
DyScO3,Dy,Sc,TRUE,3,3,1.08,0.75,orthorhombic,-3.803,0.026,0,12.208,4.69,5.422,5.711,7.886,90,90,90,5.05,O,1.385,0.8164019745
DySiO3,Dy,Si,FALSE,3,3,1.08,0.4,cubic,-2.642,0.667,0.001,9.983,0,3.682,3.682,3.682,90,90,90,4.576,O,1.385,0.9764807931
DySmO3,Dy,Sm,FALSE,not balanced,not balanced,1.08,0.96,cubic,-2.635,1.141,0,16.805,0.893,4.38,4.38,4.38,90,90,90,-1.02,O,1.385,0.7432913499
DySnO3,Dy,Sn,FALSE,2,4,1.19,0.69,cubic,-2.01,0.843,0,13.812,0,4.103,4.103,4.103,90,90,90,2.274,O,1.385,0.8774939574
DySrO3,Dy,Sr,FALSE,not balanced,not balanced,1.08,1.18,orthorhombic,-2.905,0.257,0.2,16.66,0,5.809,5.823,9.85,90,90,90,-3.729,O,1.385,0.6795392654
DyTaO3,Dy,Ta,FALSE,2,4,1.19,0.68,cubic,-2.68,0.648,0.001,12.815,0,4.002,4.002,4.002,90,90,90,3.128,O,1.385,0.8817433228
DyTbO3,Dy,Tb,FALSE,2,4,1.19,0.76,cubic,-2.717,0.988,0,15.738,1.366,4.285,4.285,4.285,90,90,90,0.427,O,1.385,0.8488577909
DyTcO3,Dy,Tc,FALSE,element not in BV,element not in BV,1.08,0.6,cubic,-2.083,0.607,0.313,12.141,0,3.93,3.93,3.93,90,90,90,1.165,O,1.385,0.878094819
DyTeO3,Dy,Te,FALSE,2,4,1.19,0.97,cubic,-1.422,1.134,0.003,15.137,0,4.23,4.23,4.23,90,90,90,0.801,O,1.385,0.7731634656
DyThO3,Dy,Th,FALSE,2,4,1.19,0.94,cubic,-2.775,1.057,0.024,18.86,0,4.552,4.552,4.552,90,90,90,2.41,O,1.385,0.7831397684
DyTiO3,Dy,Ti,TRUE,2,4,1.19,0.61,orthorhombic,-3.464,0.022,0.2,11.46,0,5.299,5.668,7.63,90,90,90,4.715,O,1.385,0.912681685
DyTlO3,Dy,Tl,FALSE,not balanced,not balanced,1.08,1.2,cubic,-1.444,0.95,0,15.158,0,4.232,4.232,4.232,90,90,90,0.545,O,1.385,0.6742817082
DyTmO3,Dy,Tm,FALSE,not balanced,not balanced,1.08,0.96,cubic,-3.066,0.825,0,14.691,1.924,4.188,4.188,4.188,90,90,90,2.116,O,1.385,0.7432913499
DyUO3,Dy,U,FALSE,2,4,1.19,0.89,cubic,-2.574,1.07,0.548,16.889,0,4.387,4.387,4.387,90,90,90,2.268,O,1.385,0.8003516315
DyVO3,Dy,V,TRUE,2,4,1.19,0.58,orthorhombic,-3.271,-0.03,0.4,11.416,1.112,5.296,5.659,7.618,90,90,90,3.989,O,1.385,0.9266157565
DyWO3,Dy,W,FALSE,2,4,1.19,0.66,cubic,-2.199,0.743,0.001,12.402,0,3.958,3.958,3.958,90,90,90,1.216,O,1.385,0.8903667294
DyYO3,Dy,Y,FALSE,not balanced,not balanced,1.08,0.9,cubic,-2.881,0.948,-0.001,15.453,1.803,4.259,4.259,4.259,90,90,90,0.899,O,1.385,0.7628088471
DyYbO3,Dy,Yb,FALSE,not balanced,not balanced,1.08,0.95,cubic,-2.384,0.944,0.2,13.713,0,4.093,4.093,4.093,90,90,90,-1.931,O,1.385,0.7464746105
DyZnO3,Dy,Zn,FALSE,not balanced,not balanced,1.08,0.74,orthorhombic,-2.449,0.136,0,11.279,0,5.237,5.775,7.459,90,90,90,-0.224,O,1.385,0.8202438662
DyZrO3,Dy,Zr,FALSE,2,4,1.19,0.72,cubic,-2.962,0.607,0,14.002,0,4.122,4.122,4.122,90,90,90,4.153,O,1.385,0.8649881053
ErAcO3,Er,Ac,FALSE,element not in BV,element not in BV,1.06,1.12,orthorhombic,-3.539,0.209,0,17.048,3.463,6.095,6.24,8.964,90,90,90,0.52,O,1.385,0.6901700918
ErAgO3,Er,Ag,FALSE,3,3,1.06,0.75,cubic,-1.379,0.682,0,12.853,0,4.006,4.006,4.006,90,90,90,-0.743,O,1.385,0.8097780234
ErAlO3,Er,Al,TRUE,3,3,1.06,0.54,orthorhombic,-3.602,-0.022,0,10.062,6.221,5.131,5.341,7.343,90,90,90,6.255,O,1.385,0.8981174442
ErAsO3,Er,As,FALSE,3,3,1.06,0.58,cubic,-1.854,0.817,0,12.618,0,3.981,3.981,3.981,90,90,90,2.013,O,1.385,0.8798351552
ErAuO3,Er,Au,FALSE,element not in BV,element not in BV,1.06,0.93,cubic,-1.236,0.853,0,13.633,0,4.085,4.085,4.085,90,90,90,-0.826,O,1.385,0.7468147214
ErBO3,Er,B,FALSE,3,3,1.06,0.27,cubic,-2.53,0.812,0,8.096,3.096,3.434,3.434,3.434,90,90,90,5.502,O,1.385,1.0446381148
ErBaO3,Er,Ba,FALSE,not balanced,not balanced,1.06,1.35,orthorhombic,-2.848,0.276,0.2,18.174,0.641,6.465,6.767,8.309,90,90,90,-8.217,O,1.385,0.6321301938
ErBeO3,Er,Be,FALSE,not balanced,not balanced,1.06,0.45,tetragonal,-2.807,0.328,0.035,9.389,0,3.287,3.287,4.345,90,90,90,-1.1,O,1.385,0.9421668011
ErBiO3,Er,Bi,FALSE,3,3,1.06,1.03,cubic,-1.46,1.225,0,16.569,0,4.359,4.359,4.359,90,90,90,0.529,O,1.385,0.7158907164
ErCaO3,Er,Ca,FALSE,not balanced,not balanced,1.06,1,cubic,-2.099,1.14,0.2,13.969,0,4.118,4.118,4.118,90,90,90,-3.043,O,1.385,0.724895631
ErCdO3,Er,Cd,FALSE,not balanced,not balanced,1.06,0.95,cubic,-1.542,0.9,0,13.588,0,4.08,4.08,4.08,90,90,90,-1.207,O,1.385,0.7404180214
ErCeO3,Er,Ce,FALSE,3,3,1.06,1.01,cubic,-2.242,1.466,0,18.584,0,4.529,4.529,4.529,90,90,90,-3.532,O,1.385,0.7218689269
ErCoO3,Er,Co,FALSE,3,3,1.06,0.61,orthorhombic,-2.551,0.024,0,10.601,1.392,5.144,5.549,7.428,90,90,90,2.225,O,1.385,0.8666045514
ErCrO3,Er,Cr,TRUE,3,3,1.06,0.62,orthorhombic,-3.217,-0.028,0.6,10.953,2.462,5.23,5.551,7.545,90,90,90,4.12,O,1.385,0.8622823342
ErCsO3,Er,Cs,FALSE,not balanced,not balanced,1.06,1.67,orthorhombic,-1.96,0.552,0,18.157,0.361,5.074,6.003,11.921,90,90,90,-,O,1.385,0.5659168838
ErCuO3,Er,Cu,FALSE,3,3,1.06,0.54,orthorhombic,-2.296,0.052,0,10.81,0.269,5.179,5.849,7.137,90,90,90,0.539,O,1.385,0.8981174442
ErDyO3,Er,Dy,FALSE,3,3,1.06,0.91,cubic,-2.844,1.029,0,15.36,1.129,4.251,4.251,4.251,90,90,90,0.313,O,1.385,0.7533229107
Er2O3,Er,Er,FALSE,3,3,1.06,0.89,cubic,-2.947,0.949,0,14.923,1.559,4.21,4.21,4.21,90,90,90,1.088,O,1.385,0.7599455297
ErEuO3,Er,Eu,FALSE,3,3,1.06,0.95,cubic,-2.07,1.237,0.097,15.316,0,4.247,4.247,4.247,90,90,90,-2.26,O,1.385,0.7404180214
ErFeO3,Er,Fe,TRUE,3,3,1.06,0.65,orthorhombic,-2.795,-0.021,1,11.088,1.224,5.246,5.578,7.578,90,90,90,-,O,1.385,0.8495705553
ErGaO3,Er,Ga,FALSE,3,3,1.06,0.62,orthorhombic,-2.985,0.021,0,10.892,4.076,5.225,5.544,7.52,90,90,90,4.343,O,1.385,0.8622823342
ErGdO3,Er,Gd,FALSE,3,3,1.06,0.94,cubic,-2.729,1.116,0,16.005,0.817,4.309,4.309,4.309,90,90,90,-0.434,O,1.385,0.7436026151
ErGeO3,Er,Ge,FALSE,3,3,1.06,0.63,cubic,-2.171,0.628,0,11.493,0,3.859,3.859,3.859,90,90,90,2.685,O,1.385,0.8580030174
ErHfO3,Er,Hf,FALSE,3,3,1.06,0.71,cubic,-3.081,0.595,0,13.445,0,4.066,4.066,4.066,90,90,90,4.399,O,1.385,0.825239179
ErHgO3,Er,Hg,FALSE,not balanced,not balanced,1.06,1.11,cubic,-1.117,1.013,0,14.573,0,4.177,4.177,4.177,90,90,90,-1.117,O,1.385,0.6929363046
ErHoO3,Er,Ho,FALSE,3,3,1.06,0.9,cubic,-2.897,0.988,0,15.123,1.411,4.229,4.229,4.229,90,90,90,0.759,O,1.385,0.7566197287
ErInO3,Er,In,FALSE,3,3,1.06,0.8,cubic,-2.095,0.775,0,13.618,1.406,4.083,4.083,4.083,90,90,90,2.577,O,1.385,0.7912476339
ErIrO3,Er,Ir,FALSE,3,3,1.06,0.68,cubic,-1.595,0.832,0,12.25,0,3.942,3.942,3.942,90,90,90,-1.136,O,1.385,0.8372281259
ErKO3,Er,K,FALSE,not balanced,not balanced,1.06,1.38,cubic,-0.661,1.874,-0.024,14.248,0,4.145,4.145,4.145,90,90,90,-4.104,O,1.385,0.6252716383
ErLaO3,Er,La,FALSE,3,3,1.06,1.03,cubic,-2.364,1.44,0,18.281,0,4.505,4.505,4.505,90,90,90,1.788,O,1.385,0.7158907164
ErLiO3,Er,Li,FALSE,not balanced,not balanced,1.06,0.76,cubic,-2.076,0.554,0.399,9.417,0,3.611,3.611,3.611,90,90,90,-1.487,O,1.385,0.8060028345
ErLuO3,Er,Lu,FALSE,3,3,1.06,0.86,cubic,-3.092,0.837,0,14.189,0.987,4.14,4.14,4.14,90,90,90,2.182,O,1.385,0.7701007038
ErMgO3,Er,Mg,FALSE,not balanced,not balanced,1.06,0.72,cubic,-2.572,0.564,0.201,10.891,0,3.79,3.79,3.79,90,90,90,-1.711,O,1.385,0.8213188029
ErMnO3,Er,Mn,FALSE,3,3,1.06,0.65,orthorhombic,-2.971,0.036,0.8,11.143,0.273,5.243,5.699,7.457,90,90,90,3.37,O,1.385,0.8495705553
ErMoO3,Er,Mo,FALSE,3,3,1.06,0.69,cubic,-2.225,0.693,0.005,12.292,0,3.946,3.946,3.946,90,90,90,1.409,O,1.385,0.8331932916
ErNaO3,Er,Na,FALSE,not balanced,not balanced,1.06,1.02,cubic,-1.392,1.151,0.4,11.886,0,3.902,3.902,3.902,90,90,90,-3.038,O,1.385,0.7188673929
ErNbO3,Er,Nb,FALSE,3,3,1.06,0.72,cubic,-2.547,0.685,0,12.992,0,4.02,4.02,4.02,90,90,90,2.89,O,1.385,0.8213188029
ErNdO3,Er,Nd,FALSE,3,3,1.06,0.98,cubic,-2.424,1.334,0,17.56,0,4.445,4.445,4.445,90,90,90,-2.591,O,1.385,0.7310258266
ErNiO3,Er,Ni,TRUE,3,3,1.06,0.6,orthorhombic,-2.422,0.023,0.2,10.367,0,5.116,5.532,7.326,90,90,90,0.935,O,1.385,0.8709703174
ErNpO3,Er,Np,FALSE,element not in BV,element not in BV,1.06,0.86,cubic,-2.521,1.177,0.761,17.041,0,4.4,4.4,4.4,90,90,90,2.006,O,1.385,0.7701007038
ErOsO3,Er,Os,FALSE,element not in BV,element not in BV,1.06,0.57,cubic,-1.641,0.83,0.008,12.128,0,3.929,3.929,3.929,90,90,90,-0.184,O,1.385,0.8843355908
ErPaO3,Er,Pa,FALSE,element not in BV,element not in BV,1.06,0.91,cubic,-2.339,1.004,0.275,17.741,0,4.46,4.46,4.46,90,90,90,2.508,O,1.385,0.7533229107
ErPbO3,Er,Pb,FALSE,not balanced,not balanced,1.06,0.99,cubic,-1.44,1.125,0,15.602,0,4.273,4.273,4.273,90,90,90,0.493,O,1.385,0.7279478232
ErPdO3,Er,Pd,FALSE,not balanced,not balanced,1.06,0.75,cubic,-1.67,0.538,0,12.251,0,3.942,3.942,3.942,90,90,90,-0.261,O,1.385,0.8097780234
ErPmO3,Er,Pm,FALSE,element not in BV,element not in BV,1.06,0.97,cubic,-2.515,1.271,0,17.07,0.344,4.403,4.403,4.403,90,90,90,-1.673,O,1.385,0.7341299703
ErPrO3,Er,Pr,FALSE,3,3,1.06,0.99,cubic,-2.34,1.396,0,18.047,0,4.485,4.485,4.485,90,90,90,-2.93,O,1.385,0.7279478232
ErPtO3,Er,Pt,FALSE,element not in BV,element not in BV,1.06,0.67,cubic,-1.502,0.794,0,12.825,0,4.003,4.003,4.003,90,90,90,-0.711,O,1.385,0.8413022287
ErPuO3,Er,Pu,FALSE,element not in BV,element not in BV,1.06,0.83,cubic,-2.576,1.189,0.9,16.571,0,4.36,4.36,4.36,90,90,90,-0.961,O,1.385,0.7805309616
ErRbO3,Er,Rb,FALSE,not balanced,not balanced,1.06,1.52,orthorhombic,-2.146,0.371,0,17.854,1.316,6.105,6.145,9.519,90,90,90,-3.596,O,1.385,0.5951380654
ErReO3,Er,Re,FALSE,3,3,1.06,0.63,cubic,-1.852,0.865,0.161,12.22,0,3.939,3.939,3.939,90,90,90,-0.079,O,1.385,0.8580030174
ErRhO3,Er,Rh,TRUE,3,3,1.06,0.67,cubic,-1.806,0.609,0.001,11.886,0,3.902,3.902,3.902,90,90,90,-0.384,O,1.385,0.8413022287
ErRuO3,Er,Ru,FALSE,3,3,1.06,0.68,cubic,-1.86,0.658,0.133,11.897,0,3.904,3.904,3.904,90,90,90,0.413,O,1.385,0.8372281259
ErSbO3,Er,Sb,FALSE,3,3,1.06,0.76,cubic,-1.678,1.06,0,14.796,0,4.198,4.198,4.198,90,90,90,0.53,O,1.385,0.8060028345
ErScO3,Er,Sc,FALSE,3,3,1.06,0.75,cubic,-3.269,0.583,0,12.575,2.751,3.976,3.976,3.976,90,90,90,4.961,O,1.385,0.8097780234
ErSiO3,Er,Si,FALSE,3,3,1.06,0.4,cubic,-2.61,0.795,0.001,9.83,0,3.663,3.663,3.663,90,90,90,4.497,O,1.385,0.968558028
ErSmO3,Er,Sm,FALSE,3,3,1.06,0.96,cubic,-2.573,1.226,0,16.759,0.533,4.376,4.376,4.376,90,90,90,-1.555,O,1.385,0.7372605885
ErSnO3,Er,Sn,FALSE,not balanced,not balanced,1.06,0.69,cubic,-1.956,0.907,0,13.706,0,4.092,4.092,4.092,90,90,90,2.19,O,1.385,0.8331932916
ErSrO3,Er,Sr,FALSE,not balanced,not balanced,1.06,1.18,orthorhombic,-2.886,0.3,0.2,15.856,0,5.898,5.936,9.057,90,90,90,-4.194,O,1.385,0.6740257622
ErTaO3,Er,Ta,FALSE,3,3,1.06,0.72,cubic,-2.629,0.713,0,12.78,0,3.998,3.998,3.998,90,90,90,2.891,O,1.385,0.8213188029
ErTbO3,Er,Tb,FALSE,3,3,1.06,0.92,cubic,-2.658,1.071,0,15.697,0.985,4.282,4.282,4.282,90,90,90,0,O,1.385,0.7500546985
ErTcO3,Er,Tc,FALSE,element not in BV,element not in BV,1.06,0.6,cubic,-2.031,0.682,0.315,12.073,0,3.923,3.923,3.923,90,90,90,0.883,O,1.385,0.8709703174
ErTeO3,Er,Te,FALSE,not balanced,not balanced,1.06,0.77,cubic,-1.368,1.205,0.004,15.123,0,4.229,4.229,4.229,90,90,90,0.615,O,1.385,0.8022626821
ErThO3,Er,Th,FALSE,not balanced,not balanced,1.06,0.94,cubic,-2.732,1.123,0.024,18.856,0,4.551,4.551,4.551,90,90,90,1.975,O,1.385,0.7436026151
ErTiO3,Er,Ti,TRUE,3,3,1.06,0.67,orthorhombic,-3.473,0.036,0.2,11.287,0,5.262,5.649,7.595,90,90,90,4.577,O,1.385,0.8413022287
ErTlO3,Er,Tl,FALSE,3,3,1.06,0.89,cubic,-1.384,1.033,0,15.091,0,4.226,4.226,4.226,90,90,90,0.415,O,1.385,0.7599455297
ErTmO3,Er,Tm,FALSE,3,3,1.06,0.88,cubic,-3.008,0.906,0,14.6,1.701,4.179,4.179,4.179,90,90,90,2.033,O,1.385,0.7633006976
ErUO3,Er,U,FALSE,3,3,1.06,1.03,cubic,-2.528,1.139,0.527,16.835,0,4.383,4.383,4.383,90,90,90,1.558,O,1.385,0.7158907164
ErVO3,Er,V,TRUE,3,3,1.06,0.64,orthorhombic,-3.282,-0.018,0.4,11.251,1.138,5.263,5.637,7.585,90,90,90,3.881,O,1.385,0.8537659654
ErWO3,Er,W,FALSE,3,3,1.06,0.66,cubic,-2.147,0.867,0,12.372,0,3.955,3.955,3.955,90,90,90,0.934,O,1.385,0.845416176
ErYO3,Er,Y,FALSE,3,3,1.06,0.9,cubic,-2.821,1.031,0,15.395,1.447,4.254,4.254,4.254,90,90,90,0.436,O,1.385,0.7566197287
ErYbO3,Er,Yb,FALSE,3,3,1.06,0.87,cubic,-2.33,1.022,-0.156,13.649,0,4.087,4.087,4.087,90,90,90,-2.139,O,1.385,0.7666856231
ErZnO3,Er,Zn,FALSE,not balanced,not balanced,1.06,0.74,orthorhombic,-2.459,0.149,-0.002,11.089,0,5.21,5.741,7.416,90,90,90,-0.385,O,1.385,0.8135887435
ErZrO3,Er,Zr,FALSE,3,3,1.06,0.72,cubic,-2.91,0.683,0,13.973,0,4.119,4.119,4.119,90,90,90,4.018,O,1.385,0.8213188029
EuAcO3,Eu,Ac,FALSE,element not in BV,element not in BV,1.48,1.12,cubic,-2.572,0.576,0.073,19.427,0,4.597,4.597,4.597,90,90,90,-0.486,O,1.385,0.8087269174
EuAgO3,Eu,Ag,FALSE,3,3,1.12,0.75,orthorhombic,-1.517,-0.027,0,12.617,0,5.538,5.81,7.843,90,90,90,-0.606,O,1.385,0.8296498768
EuAlO3,Eu,Al,TRUE,3,3,1.12,0.54,cubic,-3.105,-0.075,0.166,10.325,0,3.724,3.724,3.724,90,90,90,0.755,O,1.385,0.920157136
EuAsO3,Eu,As,FALSE,3,3,1.12,0.58,tetragonal,-2.314,-0.081,0,12.16,0,3.81,3.81,4.188,90,90,90,2.453,O,1.385,0.901426202
EuAuO3,Eu,Au,FALSE,element not in BV,element not in BV,1.48,0.93,orthorhombic,-1.587,-0.057,0,12.794,0,5.61,5.931,7.69,90,90,90,-0.489,O,1.385,0.8751019128
EuBO3,Eu,B,FALSE,not balanced,not balanced,1.48,0.27,cubic,-2.082,0.846,0.187,8.35,0,3.469,3.469,3.469,90,90,90,-0.822,O,1.385,1.2240851529
EuBaO3,Eu,Ba,FALSE,not balanced,not balanced,1.48,1.35,orthorhombic,-2.44,0.189,0,17.65,2.094,6.58,6.659,8.056,90,90,90,-1.762,O,1.385,0.7407169755
EuBeO3,Eu,Be,FALSE,not balanced,not balanced,1.48,0.45,cubic,-2.309,0.249,0.398,9.202,0,3.583,3.583,3.583,90,90,90,-0.922,O,1.385,1.104011405
EuBiO3,Eu,Bi,FALSE,3,3,1.12,1.03,orthorhombic,-2.255,-0.106,0,14.761,0,5.807,6.071,8.373,90,90,90,1.429,O,1.385,0.7334585867
EuCaO3,Eu,Ca,FALSE,not balanced,not balanced,1.48,1,cubic,-2.078,0.585,0.4,15.155,0,4.232,4.232,4.232,90,90,90,-1.855,O,1.385,0.8494175799
EuCdO3,Eu,Cd,FALSE,not balanced,not balanced,1.48,0.95,orthorhombic,-1.69,0.163,0,13.404,0,5.659,5.96,7.949,90,90,90,-1.123,O,1.385,0.8676063932
EuCeO3,Eu,Ce,FALSE,2,4,1.48,0.87,cubic,-2.557,0.562,0.2,18.15,0,4.494,4.494,4.494,90,90,90,-1.183,O,1.385,0.8983862209
EuCoO3,Eu,Co,FALSE,2,4,1.48,0.53,orthorhombic,-2.138,-0.038,0.6,10.583,0,5.258,5.313,7.577,90,90,90,1.59,O,1.385,1.0578908241
EuCrO3,Eu,Cr,TRUE,2,4,1.48,0.55,orthorhombic,-2.8,-0.051,0.4,10.803,0.605,5.334,5.352,7.569,90,90,90,2.113,O,1.385,1.046956552
EuCsO3,Eu,Cs,FALSE,not balanced,not balanced,1.48,1.67,cubic,-0.846,1.155,0,17.853,0,4.469,4.469,4.469,90,90,90,-1.355,O,1.385,0.6631296
EuCuO3,Eu,Cu,FALSE,3,3,1.12,0.54,orthorhombic,-1.783,0.059,-0.026,10.542,0,5.269,5.329,7.509,90,90,90,0.065,O,1.385,0.920157136
EuDyO3,Eu,Dy,FALSE,3,3,1.12,0.91,orthorhombic,-3.173,0.11,0.198,14.724,0,5.866,6.064,8.278,90,90,90,-0.884,O,1.385,0.7718093625
EuErO3,Eu,Er,FALSE,3,3,1.12,0.89,orthorhombic,-3.209,0.098,0.2,14.407,0,5.813,6.018,8.236,90,90,90,-0.805,O,1.385,0.7785944997
Eu2O3,Eu,Eu,FALSE,3,3,1.12,0.95,cubic,-2.199,0.519,0.011,14.814,0,4.2,4.2,4.2,90,90,90,-1.227,O,1.385,0.7585877888
EuFeO3,Eu,Fe,TRUE,3,3,1.12,0.65,orthorhombic,-2.417,-0.078,0.8,10.78,0,5.324,5.363,7.551,90,90,90,1.667,O,1.385,0.8704189125
EuGaO3,Eu,Ga,TRUE,3,3,1.12,0.62,rhombohedral,-2.43,0.013,0.199,11.255,0,5.329,5.329,5.329,62.3,62.3,62.3,-0.252,O,1.385,0.8834426368
