,Chemical formula,A,B,In literature,Valence A,Valence B,Radius A [ang],Radius B [ang],Lowest distortion,Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Band gap [eV],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],Vacancy energy [eV/O atom],C,Anion Radii,Goldschmidt Tolerance Factor,A_EN,B_EN,C_EN
763,CdMnO3,Cd,Mn,False,2,4,1.31,0.53,orthorhombic,-1.514,0.1,0.6,10.496,0.229,5.259,5.338,7.478,90,90,90,0.247,O,1.385,0.9951189427,1.69,1.55,3.44
764,CdMoO3,Cd,Mo,False,2,4,1.31,0.65,rhombohedral,-1.667,0.156,0.033,11.652,0,5.382,5.382,5.382,62.6,62.6,62.6,4.417,O,1.385,0.9364387101999999,1.69,2.16,3.44
765,CdNaO3,Cd,Na,False,not balanced,not balanced,1.31,1.02,cubic,0.149,1.27,-,12.815,0,4.002,4.002,4.002,90,90,90,-4.163,O,1.385,0.7923712163,1.69,0.93,3.44
766,CdNbO3,Cd,Nb,False,2,4,1.31,0.68,orthorhombic,-2.098,0.154,0.001,12.266,0,5.562,5.586,7.895,90,90,90,4.948,O,1.385,0.9228342737999999,1.69,1.6,3.44
767,CdNdO3,Cd,Nd,False,not balanced,not balanced,1.31,0.98,cubic,-1.495,0.873,0.208,17.518,0,4.441,4.441,4.441,90,90,90,-3.145,O,1.385,0.8057728437,1.69,1.14,3.44
768,CdNiO3,Cd,Ni,False,2,4,1.31,0.48,orthorhombic,-0.799,0.192,0,10.305,0,5.206,5.372,7.369,90,90,90,-1.229,O,1.385,1.0217977347,1.69,1.91,3.44
769,CdNpO3,Cd,Np,False,element not in BV,element not in BV,1.31,0.86,cubic,-2.139,0.581,0.432,16.076,0,4.316,4.316,4.316,90,90,90,1.886,O,1.385,0.848843107,1.69,1.36,3.44
770,CdOsO3,Cd,Os,False,element not in BV,element not in BV,1.31,0.57,rhombohedral,-1.086,0.156,0.006,11.311,0,5.287,5.287,5.287,63.7,63.7,63.7,2.412,O,1.385,0.9747584528000001,1.69,2.2,3.44
771,CdPaO3,Cd,Pa,False,element not in BV,element not in BV,1.31,0.91,rhombohedral,-2.367,-0.013,0.2,15.768,0.51,6.159,6.159,6.159,58,58,58,4.126,O,1.385,0.8303497931999999,1.69,1.5,3.44
772,CdPbO3,Cd,Pb,False,2,4,1.31,0.78,orthorhombic,-1.177,0.041,-,13.511,0,5.657,5.832,8.19,90,90,90,-0.666,O,1.385,0.8802091341,1.69,2.33,3.44
773,CdPdO3,Cd,Pd,False,2,4,1.31,0.62,orthorhombic,-0.827,0.064,-,11.46,0,5.374,5.561,7.669,90,90,90,-1.162,O,1.385,0.950450262,1.69,2.2,3.44
774,CdPmO3,Cd,Pm,False,element not in BV,element not in BV,1.31,0.97,cubic,-1.549,0.784,0.207,17.203,0,4.414,4.414,4.414,90,90,90,-2.998,O,1.385,0.8091943844,1.69,-,3.44
775,CdPrO3,Cd,Pr,False,2,4,1.31,0.85,cubic,-1.452,0.831,0.211,17.914,0,4.474,4.474,4.474,90,90,90,-3.287,O,1.385,0.8526410628,1.69,1.13,3.44
776,CdPtO3,Cd,Pt,False,element not in BV,element not in BV,1.31,0.67,orthorhombic,-0.903,0.062,0.001,11.619,0.702,5.418,5.558,7.717,90,90,90,-0.55,O,1.385,0.9273249515,1.69,2.28,3.44
777,CdPuO3,Cd,Pu,False,element not in BV,element not in BV,1.31,0.83,orthorhombic,-2.495,-0.044,0.8,14.211,1.77,5.726,5.903,8.408,90,90,90,2.051,O,1.385,0.8603398534000001,1.69,1.28,3.44
778,CdRbO3,Cd,Rb,False,not balanced,not balanced,1.31,1.52,cubic,0.561,1.692,-,15.565,0,4.269,4.269,4.269,90,90,90,-3.978,O,1.385,0.6559906283,1.69,0.82,3.44
779,CdReO3,Cd,Re,False,2,4,1.31,0.63,rhombohedral,-1.343,0.178,0.008,11.399,0,5.281,5.281,5.281,64.3,64.3,64.3,3.403,O,1.385,0.9457333872,1.69,1.9,3.44
780,CdRhO3,Cd,Rh,False,2,4,1.31,0.6,orthorhombic,-1.021,0.096,0.2,11.276,0,5.385,5.451,7.683,90,90,90,0.771,O,1.385,0.9600265870999999,1.69,2.28,3.44
781,CdRuO3,Cd,Ru,False,2,4,1.31,0.62,orthorhombic,-1.152,0.102,0.4,11.31,0,5.403,5.455,7.676,90,90,90,2.096,O,1.385,0.950450262,1.69,2.2,3.44
782,CdSbO3,Cd,Sb,False,2,4,1.31,0.68,orthorhombic,-1.425,0.11,-,13.073,0,5.6,5.767,8.095,90,90,90,2.024,O,1.385,0.9228342737999999,1.69,2.05,3.44
783,CdScO3,Cd,Sc,False,not balanced,not balanced,1.31,0.75,orthorhombic,-2.209,0.197,0.2,12.169,0,5.46,5.708,7.811,90,90,90,-1.556,O,1.385,0.8925774123000001,1.69,1.36,3.44
784,CdSiO3,Cd,Si,False,2,4,1.31,0.4,tetragonal,-2.094,0.286,-,10.33,0,3.371,3.371,4.544,90,90,90,4.29,O,1.385,1.0675925912,1.69,1.9,3.44
785,CdSmO3,Cd,Sm,False,not balanced,not balanced,1.31,0.96,cubic,-1.578,0.767,0.206,16.988,0,4.396,4.396,4.396,90,90,90,-,O,1.385,0.8126451067,1.69,1.17,3.44
786,CdSnO3,Cd,Sn,True,2,4,1.31,0.69,orthorhombic,-1.674,0.03,-,12.337,1.055,5.504,5.636,7.954,90,90,90,2.754,O,1.385,0.9183868797,1.69,1.96,3.44
787,CdSrO3,Cd,Sr,False,not balanced,not balanced,1.31,1.18,orthorhombic,-1.605,0.185,-,15.141,1.029,6.266,6.309,7.66,90,90,90,-6.095,O,1.385,0.7429445518000001,1.69,0.95,3.44
788,CdTaO3,Cd,Ta,False,2,4,1.31,0.68,rhombohedral,-2.25,0.231,0,12.3,0,5.507,5.507,5.507,61.9,61.9,61.9,5.648,O,1.385,0.9228342737999999,1.69,1.5,3.44
789,CdTbO3,Cd,Tb,False,2,4,1.31,0.76,cubic,-1.569,0.706,0.204,15.98,0,4.307,4.307,4.307,90,90,90,-2.591,O,1.385,0.8884162123,1.69,-,3.44
790,CdTcO3,Cd,Tc,False,element not in BV,element not in BV,1.31,0.6,orthorhombic,-1.397,0.118,0.418,11.49,0,5.421,5.458,7.767,90,90,90,3.219,O,1.385,0.9600265870999999,1.69,1.9,3.44
791,CdTeO3,Cd,Te,False,2,4,1.31,0.97,orthorhombic,-1.18,0.18,-,13.61,0,5.675,5.844,8.208,90,90,90,0.735,O,1.385,0.8091943844,1.69,2.1,3.44
792,CdThO3,Cd,Th,False,2,4,1.31,0.94,cubic,-2.29,0.747,-0.044,18.683,0,4.537,4.537,4.537,90,90,90,-1.197,O,1.385,0.8196356023,1.69,1.3,3.44
793,CdTiO3,Cd,Ti,True,2,4,1.31,0.61,orthorhombic,-2.435,0.046,0,10.987,2.225,5.299,5.449,7.61,90,90,90,3.466,O,1.385,0.9552144237000001,1.69,1.54,3.44
794,CdTlO3,Cd,Tl,False,not balanced,not balanced,1.31,1.2,cubic,-0.328,0.644,-,14.607,0,4.18,4.18,4.18,90,90,90,-2.407,O,1.385,0.7371964314,1.69,1.62,3.44
795,CdTmO3,Cd,Tm,False,not balanced,not balanced,1.31,0.96,cubic,-1.83,0.631,0.202,15.144,0,4.231,4.231,4.231,90,90,90,-2.166,O,1.385,0.8126451067,1.69,1.25,3.44
796,CdUO3,Cd,U,False,2,4,1.31,0.89,orthorhombic,-2.67,0.116,0.4,14.798,1.056,5.794,5.967,8.561,90,90,90,4.083,O,1.385,0.8376495716,1.69,1.38,3.44
797,CdVO3,Cd,V,False,2,4,1.31,0.58,orthorhombic,-1.982,0.051,0.2,10.805,0.659,5.282,5.34,7.661,90,90,90,2.427,O,1.385,0.96979785,1.69,1.63,3.44
798,CdWO3,Cd,W,False,2,4,1.31,0.66,cubic,-1.682,0.275,0.001,12.325,0,3.95,3.95,3.95,90,90,90,5.005,O,1.385,0.9318595478,1.69,2.36,3.44
799,CdYO3,Cd,Y,False,not balanced,not balanced,1.31,0.9,cubic,-1.697,0.701,0.203,15.979,0,4.307,4.307,4.307,90,90,90,-2.582,O,1.385,0.8339837091,1.69,1.22,3.44
800,CdYbO3,Cd,Yb,False,not balanced,not balanced,1.31,0.95,cubic,-1.058,0.839,-,14.045,0,4.126,4.126,4.126,90,90,90,-3.301,O,1.385,0.8161253856,1.69,-,3.44
801,CdZnO3,Cd,Zn,False,not balanced,not balanced,1.31,0.74,orthorhombic,-0.832,0.322,-,11.044,0,5.29,5.523,7.56,90,90,90,-2.119,O,1.385,0.8967777765999999,1.69,1.65,3.44
802,CdZrO3,Cd,Zr,False,2,4,1.31,0.72,orthorhombic,-2.635,0.039,0,12.756,2.77,5.534,5.726,8.05,90,90,90,1.752,O,1.385,0.9052982305,1.69,1.33,3.44
803,CeAcO3,Ce,Ac,False,element not in BV,element not in BV,1.24,1.12,cubic,-2.462,1.088,0,20.385,0,4.671,4.671,4.671,90,90,90,1.916,O,1.385,0.7409801599,1.12,1.1,3.44
804,CeAgO3,Ce,Ag,False,3,3,1.34,0.75,orthorhombic,-1.877,-0.004,0,13.692,0,5.635,6.027,8.062,90,90,90,0.331,O,1.385,0.9025133390000001,1.12,1.93,3.44
805,CeAlO3,Ce,Al,True,3,3,1.34,0.54,rhombohedral,-3.479,-0.086,0,10.924,3.795,5.36,5.36,5.36,60.1,60.1,60.1,6.49,O,1.385,1.0009693396,1.12,1.61,3.44
806,CeAsO3,Ce,As,False,3,3,1.34,0.58,orthorhombic,-2.328,0.239,0,13.684,0,5.632,5.99,8.113,90,90,90,2.958,O,1.385,0.9805933734000001,1.12,2.18,3.44
807,CeAuO3,Ce,Au,False,element not in BV,element not in BV,1.24,0.93,orthorhombic,-1.918,-0.017,0,14.164,0.925,5.756,6.584,7.476,90,90,90,0.265,O,1.385,0.8017949462999999,1.12,2.54,3.44
808,CeBO3,Ce,B,False,4,2,1.14,0.27,cubic,-2.358,0.916,-0.001,9.283,1.934,3.594,3.594,3.594,90,90,90,4.741,O,1.385,1.078818503,1.12,2.04,3.44
809,CeBaO3,Ce,Ba,False,4,2,1.14,1.35,orthorhombic,-2.675,0.258,0.199,20.007,0,6.203,6.229,10.355,90,90,90,-4.398,O,1.385,0.6528133903,1.12,0.89,3.44
810,CeBeO3,Ce,Be,False,4,2,1.14,0.45,cubic,-2.673,0.274,0.2,9.919,0,3.674,3.674,3.674,90,90,90,-0.294,O,1.385,0.9729943447,1.12,1.57,3.44
811,CeBiO3,Ce,Bi,False,3,3,1.34,1.03,cubic,-1.797,0.701,0,17.131,0,4.408,4.408,4.408,90,90,90,1.677,O,1.385,0.7978741113,1.12,2.02,3.44
812,CeCaO3,Ce,Ca,False,4,2,1.14,1.0,cubic,-2.39,0.661,0.2,14.536,0,4.173,4.173,4.173,90,90,90,-1.451,O,1.385,0.7486140975,1.12,1,3.44
813,CeCdO3,Ce,Cd,False,4,2,1.14,0.95,orthorhombic,-2.15,0.105,0,14.37,0,5.714,6.129,8.207,90,90,90,-0.129,O,1.385,0.7646443779000001,1.12,1.69,3.44
814,Ce2O3,Ce,Ce,False,3,3,1.34,1.01,cubic,-2.604,0.916,0,18.959,0.816,4.56,4.56,4.56,90,90,90,2.825,O,1.385,0.8045369431,1.12,1.12,3.44
815,CeCoO3,Ce,Co,False,3,3,1.34,0.61,orthorhombic,-2.423,-0.036,0.4,11.414,0,5.398,5.475,7.725,90,90,90,3.21,O,1.385,0.9658476084000001,1.12,1.88,3.44
816,CeCrO3,Ce,Cr,True,3,3,1.34,0.62,orthorhombic,-3.082,-0.081,0.6,12.068,2.196,5.511,5.597,7.825,90,90,90,4.832,O,1.385,0.9610304132999999,1.12,1.66,3.44
817,CeCsO3,Ce,Cs,False,not balanced,not balanced,1.24,1.67,-,-,-,-,-,-,-,-,-,-,-,-,-,O,1.385,0.6075794765,1.12,0.79,3.44
818,CeCuO3,Ce,Cu,False,3,3,1.34,0.54,orthorhombic,-2.156,-0.074,0,11.411,0,5.407,5.476,7.708,90,90,90,1.437,O,1.385,1.0009693396,1.12,1.9,3.44
819,CeDyO3,Ce,Dy,False,3,3,1.34,0.91,orthorhombic,-3.65,0.035,0,15.149,5.054,5.856,6.095,8.488,90,90,90,4.606,O,1.385,0.8395930191,1.12,1.22,3.44
820,CeErO3,Ce,Er,False,3,3,1.34,0.89,orthorhombic,-3.686,0.023,0,14.812,4.972,5.815,6.057,8.411,90,90,90,4.842,O,1.385,0.8469740565999999,1.12,1.24,3.44
821,CeEuO3,Ce,Eu,False,3,3,1.34,0.95,cubic,-2.401,0.718,0.158,15.852,0,4.296,4.296,4.296,90,90,90,-1.015,O,1.385,0.8252102693000001,1.12,-,3.44
822,CeFeO3,Ce,Fe,True,3,3,1.34,0.65,orthorhombic,-2.669,-0.084,1,12.214,1.144,5.518,5.642,7.847,90,90,90,4.094,O,1.385,0.9468628887999999,1.12,1.83,3.44
823,CeGaO3,Ce,Ga,True,3,3,1.34,0.62,orthorhombic,-2.853,-0.043,0,11.912,3.706,5.507,5.545,7.802,90,90,90,5.033,O,1.385,0.9610304132999999,1.12,1.81,3.44
824,CeGdO3,Ce,Gd,False,3,3,1.34,0.94,cubic,-3.055,0.601,0,16.458,1.632,4.35,4.35,4.35,90,90,90,4.348,O,1.385,0.8287595606999999,1.12,1.2,3.44
825,CeGeO3,Ce,Ge,False,3,3,1.34,0.63,orthorhombic,-2.479,0.215,0,13.068,0,5.575,5.848,8.015,90,90,90,3.297,O,1.385,0.9562610316,1.12,2.01,3.44
826,CeHfO3,Ce,Hf,False,2,4,1.34,0.71,orthorhombic,-3.398,0.09,0,13.468,0,5.613,5.613,8.55,90,90,90,5.222,O,1.385,0.9197450972,1.12,1.3,3.44
827,CeHgO3,Ce,Hg,False,4,2,1.14,1.02,orthorhombic,-1.863,0.079,0,15.068,0,5.723,6.5,8.102,90,90,90,-0.095,O,1.385,0.7423886164,1.12,2,3.44
828,CeHoO3,Ce,Ho,False,3,3,1.34,0.9,orthorhombic,-3.669,0.028,0,14.992,4.92,5.836,6.076,8.456,90,90,90,4.722,O,1.385,0.8432673868,1.12,1.23,3.44
829,CeInO3,Ce,In,False,3,3,1.34,0.8,orthorhombic,-2.686,-0.004,0,14.1,2.961,5.713,5.985,8.249,90,90,90,3.53,O,1.385,0.8818608598000001,1.12,1.78,3.44
830,CeIrO3,Ce,Ir,False,3,3,1.34,0.68,orthorhombic,-2.152,0.087,0,12.777,0.99,5.443,5.938,7.906,90,90,90,0.432,O,1.385,0.9331070115000001,1.12,2.2,3.44
831,CeKO3,Ce,K,False,not balanced,not balanced,1.24,1.38,orthorhombic,-1.897,0.441,0.4,19.506,0,6.267,6.37,9.772,90,90,90,-3.194,O,1.385,0.6713039062,1.12,0.82,3.44
832,CeLaO3,Ce,La,False,3,3,1.34,1.03,cubic,-2.726,0.89,0,18.764,0.482,4.544,4.544,4.544,90,90,90,2.756,O,1.385,0.7978741113,1.12,1.1,3.44
833,CeLiO3,Ce,Li,False,not balanced,not balanced,1.24,0.76,orthorhombic,-2.18,0.262,0.4,11.48,0,5.269,5.744,7.587,90,90,90,-0.569,O,1.385,0.8653404665000001,1.12,0.98,3.44
834,CeLuO3,Ce,Lu,True,3,3,1.34,0.86,orthorhombic,-3.736,0.005,0,14.375,5.074,5.767,5.994,8.318,90,90,90,5.161,O,1.385,0.8582921954,1.12,1.27,3.44
835,CeMgO3,Ce,Mg,False,4,2,1.14,0.72,orthorhombic,-2.825,0.122,0.2,12.385,0,5.453,5.793,7.84,90,90,90,-0.376,O,1.385,0.8481922197,1.12,1.31,3.44
836,CeMnO3,Ce,Mn,True,3,3,1.34,0.65,orthorhombic,-2.848,-0.079,0.8,12.222,0,5.503,5.683,7.816,90,90,90,3.949,O,1.385,0.9468628887999999,1.12,1.55,3.44
837,CeMoO3,Ce,Mo,False,3,3,1.34,0.69,orthorhombic,-2.575,0.186,0.518,13.226,0,5.559,5.941,8.009,90,90,90,3.19,O,1.385,0.9286101102,1.12,2.16,3.44
838,CeNaO3,Ce,Na,False,not balanced,not balanced,1.24,1.02,cubic,-1.629,0.711,0.4,12.951,0,4.016,4.016,4.016,90,90,90,-1.66,O,1.385,0.7717901457999999,1.12,0.93,3.44
839,CeNbO3,Ce,Nb,False,3,3,1.34,0.72,orthorhombic,-2.893,0.194,0.003,13.428,0,5.583,6.037,7.968,90,90,90,4.295,O,1.385,0.9153757619,1.12,1.6,3.44
840,CeNdO3,Ce,Nd,False,3,3,1.34,0.98,cubic,-2.776,0.795,0,17.971,1.055,4.479,4.479,4.479,90,90,90,3.435,O,1.385,0.8147424857,1.12,1.14,3.44
841,CeNiO3,Ce,Ni,False,3,3,1.34,0.6,orthorhombic,-2.294,-0.037,0.2,11.311,0,5.387,5.473,7.673,90,90,90,1.523,O,1.385,0.9707133393999999,1.12,1.91,3.44
842,CeNpO3,Ce,Np,False,element not in BV,element not in BV,1.24,0.86,cubic,-2.828,0.672,0.779,17.546,0,4.443,4.443,4.443,90,90,90,3.721,O,1.385,0.8267952341,1.12,1.36,3.44
843,CeOsO3,Ce,Os,False,element not in BV,element not in BV,1.24,0.57,orthorhombic,-2.1,0.183,0.103,12.655,0,5.342,6.053,7.827,90,90,90,1.463,O,1.385,0.9494400515000001,1.12,2.2,3.44
844,CePaO3,Ce,Pa,False,element not in BV,element not in BV,1.24,0.91,cubic,-2.592,0.563,0.293,18.039,0,4.485,4.485,4.485,90,90,90,5.172,O,1.385,0.8087822661,1.12,1.5,3.44
845,CePbO3,Ce,Pb,False,2,4,1.34,0.78,cubic,-1.654,0.723,0,14.592,0,4.179,4.179,4.179,90,90,90,-,O,1.385,0.8900073805,1.12,2.33,3.44
846,CePdO3,Ce,Pd,False,4,2,1.14,0.86,orthorhombic,-2.107,-0.08,0.001,13.064,0,5.589,5.948,7.859,90,90,90,0.911,O,1.385,0.7952982728,1.12,2.2,3.44
847,CePmO3,Ce,Pm,False,element not in BV,element not in BV,1.24,0.97,cubic,-2.861,0.738,0,17.506,1.226,4.44,4.44,4.44,90,90,90,3.726,O,1.385,0.7881763485,1.12,-,3.44
848,CePrO3,Ce,Pr,False,3,3,1.34,0.99,cubic,-2.697,0.852,0,18.434,0.879,4.517,4.517,4.517,90,90,90,3.116,O,1.385,0.811311991,1.12,1.13,3.44
849,CePtO3,Ce,Pt,False,element not in BV,element not in BV,1.24,0.67,orthorhombic,-2.037,0.071,0,13.275,0,5.634,6.128,7.69,90,90,90,0.53,O,1.385,0.9032385891,1.12,2.28,3.44
850,CePuO3,Ce,Pu,False,element not in BV,element not in BV,1.24,0.83,cubic,-2.856,0.72,0.926,16.831,0,4.382,4.382,4.382,90,90,90,2.852,O,1.385,0.8379933637,1.12,1.28,3.44
851,CeRbO3,Ce,Rb,False,not balanced,not balanced,1.24,1.52,orthorhombic,-2.041,0.288,0,19.672,1.058,6.588,6.627,9.011,90,90,90,-2.543,O,1.385,0.6389519107,1.12,0.82,3.44
852,CeReO3,Ce,Re,False,3,3,1.34,0.63,orthorhombic,-2.238,0.291,0.284,12.787,0,5.382,6.051,7.854,90,90,90,1.899,O,1.385,0.9562610316,1.12,1.9,3.44
853,CeRhO3,Ce,Rh,False,3,3,1.34,0.67,orthorhombic,-2.288,-0.061,0,12.631,0.671,5.469,5.852,7.893,90,90,90,1.093,O,1.385,0.9376476782,1.12,2.28,3.44
854,CeRuO3,Ce,Ru,False,3,3,1.34,0.68,orthorhombic,-2.294,0.037,0.198,12.6,0,5.43,5.9,7.867,90,90,90,1.968,O,1.385,0.9331070115000001,1.12,2.2,3.44
855,CeSbO3,Ce,Sb,False,3,3,1.34,0.76,cubic,-1.978,0.572,0,15.47,0,4.261,4.261,4.261,90,90,90,2.066,O,1.385,0.8983058176000001,1.12,2.05,3.44
856,CeScO3,Ce,Sc,False,3,3,1.34,0.75,orthorhombic,-3.701,-0.038,0,13.251,4.42,5.638,5.828,8.066,90,90,90,5.523,O,1.385,0.9025133390000001,1.12,1.36,3.44
857,CeSiO3,Ce,Si,False,4,2,1.14,0.4,tetragonal,-2.728,0.416,0.001,11.786,0,3.61,3.61,4.523,90,90,90,4.632,O,1.385,1.0002490882,1.12,1.9,3.44
858,CeSmO3,Ce,Sm,False,3,3,1.34,0.96,cubic,-2.913,0.697,0,17.21,1.261,4.415,4.415,4.415,90,90,90,3.924,O,1.385,0.8216912489,1.12,1.17,3.44
859,CeSnO3,Ce,Sn,False,2,4,1.34,0.69,orthorhombic,-2.509,0.145,0,15.004,0,5.801,6.125,8.447,90,90,90,2.823,O,1.385,0.9286101102,1.12,1.96,3.44
860,CeSrO3,Ce,Sr,False,4,2,1.14,1.18,cubic,-1.99,1.007,0,17.087,0,4.404,4.404,4.404,90,90,90,-2.116,O,1.385,0.6960797749,1.12,0.95,3.44
861,CeTaO3,Ce,Ta,False,3,3,1.34,0.72,orthorhombic,-2.892,0.297,0,13.268,0,5.56,6.017,7.932,90,90,90,4.367,O,1.385,0.9153757619,1.12,1.5,3.44
862,CeTbO3,Ce,Tb,False,3,3,1.34,0.92,cubic,-2.978,0.562,0,16.167,1.754,4.324,4.324,4.324,90,90,90,4.476,O,1.385,0.8359505331,1.12,-,3.44
863,CeTcO3,Ce,Tc,False,element not in BV,element not in BV,1.24,0.6,orthorhombic,-2.426,0.099,0.393,12.803,0,5.478,5.903,7.918,90,90,90,2.744,O,1.385,0.9350908315,1.12,1.9,3.44
864,CeTeO3,Ce,Te,False,2,4,1.34,0.97,cubic,-1.664,0.756,0,15.656,0,4.278,4.278,4.278,90,90,90,1.663,O,1.385,0.8182021141,1.12,2.1,3.44
865,CeThO3,Ce,Th,False,2,4,1.34,0.94,cubic,-2.997,0.719,0.036,19.04,0,4.566,4.566,4.566,90,90,90,3.673,O,1.385,0.8287595606999999,1.12,1.3,3.44
866,CeTiO3,Ce,Ti,True,3,3,1.34,0.67,orthorhombic,-3.363,-0.042,0.11,12.347,0,5.534,5.66,7.884,90,90,90,5.397,O,1.385,0.9376476782,1.12,1.54,3.44
867,CeTlO3,Ce,Tl,False,3,3,1.34,0.89,orthorhombic,-2.197,0.032,0,15.189,1.079,5.81,6.185,8.453,90,90,90,1.325,O,1.385,0.8469740565999999,1.12,1.62,3.44
868,CeTmO3,Ce,Tm,True,3,3,1.34,0.88,orthorhombic,-3.711,0.015,0,14.65,5.086,5.798,6.03,8.381,90,90,90,4.953,O,1.385,0.8507134564,1.12,1.25,3.44
869,CeUO3,Ce,U,False,2,4,1.34,0.89,cubic,-2.784,0.695,0.542,17.184,0,4.413,4.413,4.413,90,90,90,3.104,O,1.385,0.8469740565999999,1.12,1.38,3.44
870,CeVO3,Ce,V,True,3,3,1.34,0.64,orthorhombic,-3.159,-0.084,0.4,12.42,1.109,5.528,5.711,7.868,90,90,90,4.542,O,1.385,0.9515387549,1.12,1.63,3.44
871,CeWO3,Ce,W,False,3,3,1.34,0.66,orthorhombic,-2.449,0.366,0,12.918,0,5.405,6.059,7.889,90,90,90,2.795,O,1.385,0.9422327523999999,1.12,2.36,3.44
872,CeYO3,Ce,Y,False,3,3,1.34,0.9,cubic,-3.136,0.528,0,15.905,1.935,4.3,4.3,4.3,90,90,90,4.567,O,1.385,0.8432673868,1.12,1.22,3.44
873,CeYbO3,Ce,Yb,True,3,3,1.34,0.87,cubic,-2.612,0.552,-0.001,14.347,0,4.155,4.155,4.155,90,90,90,-0.877,O,1.385,0.8544860216,1.12,-,3.44
874,CeZnO3,Ce,Zn,False,4,2,1.14,0.74,orthorhombic,-2.342,0.078,0,12.229,0,5.484,5.7,7.824,90,90,90,0.529,O,1.385,0.8402092340999999,1.12,1.65,3.44
875,CeZrO3,Ce,Zr,False,2,4,1.34,0.72,orthorhombic,-3.305,0.147,0.018,14.185,0,5.746,6.041,8.174,90,90,90,4.869,O,1.385,0.9153757619,1.12,1.33,3.44
876,CoAcO3,Co,Ac,False,element not in BV,element not in BV,0.9,1.12,rhombohedral,-2.379,0.047,0.8,16.496,1.665,6.399,6.399,6.399,55.3,55.3,55.3,-,O,1.385,0.6450055868,1.88,1.1,3.44
877,CoAgO3,Co,Ag,False,3,3,0.61,0.75,cubic,0.365,1.105,0.679,12.541,0,3.973,3.973,3.973,90,90,90,-2.293,O,1.385,0.6607391234000001,1.88,1.93,3.44
878,CoAlO3,Co,Al,False,3,3,0.61,0.54,cubic,-1.661,0.598,0.785,9.587,0,3.633,3.633,3.633,90,90,90,-0.55,O,1.385,0.732819755,1.88,1.61,3.44
879,CoAsO3,Co,As,False,3,3,0.61,0.58,cubic,-0.753,0.652,0.551,10.706,0,3.769,3.769,3.769,90,90,90,0.728,O,1.385,0.7179023045999999,1.88,2.18,3.44
880,CoAuO3,Co,Au,False,element not in BV,element not in BV,0.9,0.93,cubic,0.229,0.996,0.598,12.761,0,3.996,3.996,3.996,90,90,90,-,O,1.385,0.6979434104000001,1.88,2.54,3.44
881,CoBO3,Co,B,False,3,3,0.61,0.27,cubic,-0.819,1.119,0.757,7.343,0,3.324,3.324,3.324,90,90,90,-1.705,O,1.385,0.8523734311,1.88,2.04,3.44
882,CoBaO3,Co,Ba,False,not balanced,not balanced,0.9,1.35,rhombohedral,-1.751,0.202,0.6,19.099,0,7.344,7.344,7.344,46.6,46.6,46.6,-,O,1.385,0.5907638007,1.88,0.89,3.44
883,CoBeO3,Co,Be,False,not balanced,not balanced,0.9,0.45,cubic,-0.932,0.881,0.805,8.095,0,3.433,3.433,3.433,90,90,90,-3.849,O,1.385,0.8805117139,1.88,1.57,3.44
884,CoBiO3,Co,Bi,False,1,5,0.9,0.76,orthorhombic,-0.954,0.432,0.197,12.829,0,5.591,5.63,8.152,90,90,90,-,O,1.385,0.7532582727,1.88,2.02,3.44
885,CoCaO3,Co,Ca,False,not balanced,not balanced,0.9,1.0,rhombohedral,-1.792,0.13,0.601,13.902,0,6.081,6.081,6.081,54.6,54.6,54.6,-,O,1.385,0.6774586981,1.88,1,3.44
886,CoCdO3,Co,Cd,False,not balanced,not balanced,0.9,0.95,rhombohedral,-0.904,0.218,0.598,12.841,0,5.827,5.827,5.827,56.5,56.5,56.5,-,O,1.385,0.6919653084,1.88,1.69,3.44
887,CoCeO3,Co,Ce,False,3,3,0.61,1.01,orthorhombic,-2.281,0.141,0.8,15.922,1.578,5.549,6.416,8.943,90,90,90,-5.095,O,1.385,0.5890096152000001,1.88,1.12,3.44
888,Co2O3,Co,Co,False,3,3,0.61,0.61,cubic,-0.378,0.876,-0.091,9.751,0,3.653,3.653,3.653,90,90,90,-2.8,O,1.385,0.7071067812,1.88,1.88,3.44
889,CoCrO3,Co,Cr,False,3,3,0.61,0.62,cubic,-1.201,0.676,0.997,10.383,0,3.731,3.731,3.731,90,90,90,-,O,1.385,0.7035800641,1.88,1.66,3.44
890,CoCsO3,Co,Cs,False,not balanced,not balanced,0.9,1.67,-,-,-,-,-,-,-,-,-,-,-,-,-,O,1.385,0.5288834681,1.88,0.79,3.44
891,CoCuO3,Co,Cu,False,3,3,0.61,0.54,cubic,-0.237,0.712,0.721,9.897,0,3.671,3.671,3.671,90,90,90,-2.54,O,1.385,0.732819755,1.88,1.9,3.44
892,CoDyO3,Co,Dy,False,3,3,0.61,0.91,rhombohedral,-2.431,0.121,0.799,13.398,1.607,5.988,5.988,5.988,55,55,55,-4.651,O,1.385,0.6146745222,1.88,1.22,3.44
893,CoErO3,Co,Er,False,3,3,0.61,0.89,cubic,-1.387,1.189,0.798,14.911,0,4.209,4.209,4.209,90,90,90,-3.861,O,1.385,0.6200782543,1.88,1.24,3.44
